,English_corrected_title,telugu_corrected_title,School Code
1106,SRI SARASWATHI SHISHU,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, నారాయణఖేడ్",36040402033
1107,"GOVT.HS NEWTOWN, MAHABUBNAGAR","ప్రభుత్వ ఉన్నత పాఠశాల, న్యూటౌన్, మహబూబ్‌నగర్",36072590816
1108,SRI SARASWATHI SHISHU MANDIR AMARACHINTHA,"శ్రీ సరస్వతి శిశు మందిర్ పాఠశాల, అమరచింత",36073500621
1109,TSSWREIS GANDHINAGAR,"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల, గాంధీనగర్, మెదక్",36041190437
1110,"PRIYADARSHINI, MONAPPA GUTTA","ప్రియదర్శిని ఉన్నత పాఠశాల, మోనప్ప గుట్ట, మహాబుబ్‌నగర్",36072590886
1111,SANTHOSHI VIDYANIKETHAN,"సంతోషి విద్యానికేతన్ ఉన్నత పాఠశాల, బొంతపల్లి",36043901010
1112,SRI VINAYAKA M. S,"శ్రీ వినాయక మందిర్ పాఠశాల, ఖలీల్పూర్",36042803702
1113,"S V M LINGAMBAGH,GADWAL","ఎస్.వి.ఎం పాఠశాల, లింగంబాగ్, గద్వాల్",36075490329
1114,BHARATHI VIDYA NIKET,"భారతి విద్యా నికేతన్  పాఠశాల, వెంకటాపురం",36100203607
1115,BRILLINT GRAMMAR WANAPARTHY,"బ్రిలియంట్ గ్రామర్ ఉన్నత పాఠశాల, వనపర్తి",36075190811
1116,"GOVT.HS MODEL BASIC, MBNR","ప్రభుత్వ మోడల్ బేసిక్ ఉన్నత పాఠశాల, మహాబుబ్‌నగర్",36072590818
1117,"PRERENA BRILLENT, JADCHERLA","ప్రేరణ బ్రిలియంట్ ఉన్నత పాఠశాల, జడ్చర్ల",36072302023
1118,"INDO ENGISH BURDAPET,GADWAL","ఇండో ఇంగ్లీష్ ఉన్నత పాఠశాల, బురదపేట, గద్వాల్",36075490359
1119,TSREIS (G) GHATTU,"తెలంగాణ గురుకుల పాఠశాల (బాలికలు), ఘట్టు",36075701110
1120,MPHS MANIGILLA,"మండల పరిషత్ ఉన్నత పాఠశాల, మణిగిల్ల",36073701402
1121,AIDED ADARSHA VIDYA NILAYAM NAGARKURNOOL,"ఎయిడెడ్ ఆదర్శ విద్యా నిలయం, నాగర్‌కర్నూల్",36074090517
1122,"NETAJI SHAIR ALI STREET,GADWAL","నేతాజీ విద్యా మందిర్ ఉన్నత పాఠశాల, షైర్ అలీ స్ట్రీట్, గద్వాల్",36075490352
1123,SRI SARASWATI KOTAKONDA,"శ్రీ సరస్వతి శిషు మందిర్ పాఠశాల, కోటకొండ",36072901903
1124,SHARADA KOTHAKOTA,"శారద శిశు మందిర్ ఉన్నత పాఠశాల, కొత్తకోట ",36073600619
1125,TSREIS WYRA,"తెలంగాణ గురుకుల పాఠశాల, వైరా",36104300116
1126,GOVT NEW H S SADASIVAPET,"ప్రభుత్వ న్యూ ఉన్నత పాఠశాల, సదాశివపేట్ ",36043490835
1127,SRI VENKATAPADMA KOTHAKOTA,"శ్రీ వేంకటపద్మ ఉన్నత పాఠశాల, కొత్తకోట",36073600628
1128,RDR MEMORIAL BUDDARAM,"అర్.డి.అర్ మెమోరియల్ పాఠశాల, బుద్దారం",36075000307
1129,TSMS IRKODE,"తెలంగాణ మోడల్ పాఠశాల, ఇర్కోడ్",36041602104
1130,RANKERS CONCEPT KOTHAKOTA,"ర్యాంకర్స్ కాన్సెప్ట్ పాఠశాల, కొత్తకోట",36073600652
1131,SRI SHANKARI HERITAGE,"శ్రీ శంకరి హెరిటేజ్ పాఠశాల, నిజాంపేట్",36041301606
1132,SRI PRATIBHA MAGANUR,"శ్రీ ప్రతిభ విద్యానికేతన్ పాఠశాల, మగనూర్",36073101205
1133,SHARADHA VIDYA JULAKAL,"శారద విద్యానికేతన్ పాఠశాల, జులేకల్",36075900705
1134,KRISHNA CHAITANYA BDPL,"క్రిష్ణ చైతన్య ఉన్నత  పాఠశాల, బడేపల్లి, జడ్చర్ల",36072390133
1135,GOVT.HS KOHNAPALMOOR (GIRLS),"ప్రభుత్వ ఉన్నత పాఠశాల (బాలికలు), కోహ్న పాలమూర్, మహాబుబ్‌నగర్",36072590821
1136,SS SM UTKOOR,"శ్రీ సరస్వతి శిషు మందిర్ పాఠశాల, ఉట్కూర్",36073001408
1137,KRUSHI VV KANCHURAOPALY,"క్రుషి వి.వి పాఠశాల, కంచిరావుపల్లి",36075300504
1138,"SRI ADI NARAYANA VIDYA MANDIR, CHAGAPUR","శ్రీ ఆది నారాయణ విద్యా మందిర్ పాఠశాల, చాగాపూర్",36076001405
1139,"SRIVIVEKANANDA TALENT, KALWAL","శ్రీవేకానంద టాలెంట్ పాఠశాల, కల్వాల్",36073301903
1140,SRI SARASWATHI MC SHADNAGAR,"శ్రీ సరస్వతి శిషు మందిర్ పాఠశాల, షాద్‌నగర్, ఫరూఖ్‌నగర్",36071290240
1141,TW GOVT AHS CHENNANGALAGADDA,"తెలంగాణ గిరిజన ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల, చెన్నంగలగడ్డ, చల్లసముద్రం",36101900217
1142,TSSWREIS NARAYANAPET (MRO OFFICE),"తెలంగాణ సాంఘీక సంక్షేమ గురుకుల పాఠశాల, నారాయణపేట్ (ఎం.ఆర్.ఓ ఆఫీస్)",36072990657
1143,MADARASA IQRA MAKTAL,"మదరసా ఇక్రా పాఠశాల, మక్తల్",36073201342
1144,KKREDDY MEMO TELKAPALLY,"కె.కె.రెడ్డి ఉన్నత పాఠశాల,  తెల్కపల్లి",36074200723
1145,GOVT.HS ATMAKUR,"ప్రభుత్వ ఉన్నత పాఠశాల, ఆత్మకూర్",36073501417
1146,TW GOVT. AHS ACHAMPET,"తెలంగాణ గిరిజన ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల, అచ్చంపేట్ ",36074400840
1147,PRAGATHI GUMMADAM,"ప్రగతి విద్యాలయం, గుమ్మడం, పెబ్బైర్",36075302805
1148,SRI GURU RAGHAVENDR NAGARKURNOOL,"శ్రీ గురు రాఘవేంద్ర ఉన్నత పాఠశాల, నాగర్‌కర్నూల్",36074000326
1149,"GOVT.HS POLICE LINE, MAHABUBNAGAR","ప్రభుత్వ ఉన్నత పాఠశాల, పోలీస్ లైన్, మహబూబ్‌నగర్",36072590814
1150,VISWASHANTI NANDIGAM,"విశ్వశాంతి పాఠశాల, నందిగాం",36071301020
1151,LITTLE BIRDS,"లిటిల్ బర్డ్స్ పాఠశాల, ఎల్లందు",36101990934
1152,CHAITHANYA BHARATHI VIDYA,"చైతన్య భారతి విద్యా నిలయం, నర్సాపూర్",36044103021
1153,ST ANNS E/M,"సెయింట్ ఆన్స్ ఇంగ్లీష్ మీడియం ఉన్నత పాఠశాల, కుకునూర్‌పల్లి ",36041902913
1154,RADIANT CONCEPT VALLABH NAGAR,"రేడియంట్ కాన్సెప్ట్ పాఠశాల, వల్లభ్ నగర్, వనపర్తి",36075190801
1155,VIJETHA KINDAR GATEN,"విజేత కిందర్ గేటెన్ పాఠశాల, నారాయణఖేడ్",36040402047
1156,MADARASA A NISWAN KOHIR,"మదరసా అయేషా నిస్వాన్ పాఠశాల, కోహీర్",36043100916
1157,SURYA VIDYA MANDIR NARVA,"సూర్య విద్యా మందిర్ పాఠశాల, నర్వ",36073301002
1158,TSMS MIRDODDI,"తెలంగాణ మోడల్ పాఠశాల, మీర్‌దొడ్డి",36041500518
1159,SRI VANI KOTHAPET,"శ్రీ వాణి ఉన్నత పాఠశాల, కొత్తపేట, కేశంపేట్",36071400603
1160,VIGNANA BHARATHI GADWAL,"విజ్ఞాన భారతి ప్రాథమికోన్నత పాఠశాల, గద్వాల్",36075490377
1161,ST.JOSEPH'S KOLLAPUR,"సెయింట్ జోసెఫ్స్ ఉన్నత పాఠశాల, కొల్లాపూర్",36076401624
1162,SRI AUROBINDO KALWAKURTHY,"శ్రీ అరబిందో పాఠశాల, కల్వకుర్తి",36072000735
1163,TW GOVT AHS G P GOLLAGUDEM,"తెలంగాణ గిరిజన ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల, పెదగొల్లగూడెం",36100103103
1164,"SREE SARASWATHI SHISHU MANDIR ,PRASHANTH NAGAR","శ్రీ సరస్వతి శిశు మందిర్ ఉన్నత పాఠశాల, ప్రశాంత్ నగర్, సంగారెడ్డి",36043690933
1165,TW GOVT. ASRAM KKY,"తెలంగాణ గిరిజన ప్రభుత్వ ఆశ్రమ ఉన్నత పాఠశాల,  కల్వకుర్తి",36072000743
1166,LITTLE SCHOLARS NANDIGAM,"లిటిల్ స్కాలర్స్ పాఠశాల, నందిగాం",36071301024
1167,KRISHNAVENI T PEBBAIR,"కృష్ణవేణి టాలెంట్ పాఠశాల, పెబ్బైర్",36075301131
1168,DEVI SHISHU MANDHIR,"దేవి శిశు మందిర్ ప్రాథమిక పాఠశాల, సిద్దిపేట",36041691077
1169,"GOVT.HS(B) CHINTHALPET,GADWAL","ప్రభుత్వ ఉన్నత పాఠశాల (బాలురు), చింతల్‌పేట్, గద్వాల్",36075490344
1170,SHANTINIKETHAN TELKAPALLY,"శాంతినికేతన్ పాఠశాల, తెల్కపల్లి",36074200712
1171,SRI SAI VIDHYANIKETHAN,"శ్రీ సాయి విధ్యానికేతన్ పాఠశాల, అన్నారం",36043901303
1172,NAGARJUNA BADEPALLY,"నాగార్జున ఉన్నత పాఠశాల, బడేపల్లి",36072390125
1173,SIDDARTA TELKAPALY,"సిద్ధార్థ విద్యాలయం ఉన్నత పాఠశాల, తెల్కపల్లి",36074200717
1174,TSMS BOLLARAM,"తెలంగాణ మోడల్ పాఠశాల, బొల్లారం",36043990133
1175,"GOVT.HS(G) SUNKULAMMA METTU,GADWAL","ప్రభుత్వ ఉన్నత పాఠశాల (బాలికలు), సుంకులమ్మ మెట్టు, గద్వాల్",36075490343
1176,LITTLE ANGELS HIGH KOTHUR,"లిటిల్ ఏంజెల్స్ ఉన్నత పాఠశాల, కొత్తూర్",36071300614
1177,Sri Vani Vidyaniketan High School,"శ్రీ వాణి విద్యా నికేతన్ ఉన్నత పాఠశాల, ఆళ్ళదుర్గ్",36040700120
1178,TSBCWRIS KOWDIPALLY(FISHERIS),"తెలంగాణ బిసి సాంఘీక సంక్షేమ గురుకుల పాఠశాల, కౌడిపల్లి ",36042500611
1179,CHAITANYA BHARATI MIDJIL,"చైతన్య భారతి ఉన్నత పాఠశాల, మిడ్జిల్",36072102106
1180,HERITAGE V PAPIREDDIGUDA,"హెరిటేజ్ వేల్లీ - ది ఇండియన్ పాఠశాల, పాపిరెడ్డిగూడ",36071400110
1181,UDAY MEMORIAL BADEPALLY,"ఉదయ్ మెమోరియల్ ఉన్నత పాఠశాల, బడేపల్లి",36072390124
1182,New Little Rose Primary School Gattu,"న్యూ లిటిల్ రోజ్ ప్రాథమిక పాఠశాల, ఘట్టు  ",36075701107
1183,SRI SAI JYOTHI BADEPALY,"శ్రీ సాయి జ్యోతి పాఠశాల, బడేపల్లి",36072302126
1184,TSMS KONDAPAK,"తెలంగాణ మోడల్ పాఠశాల, కొండపాక్",36041901811
1185,SHANTHINIKETAN CHEGUR,"శాంతినికేతన్ పాఠశాల, చేగూర్ ",36071300312
1186,"GOVT.HS SHASABGUTTA (SSA), MBNR","ప్రభుత్వ ఉన్నత పాఠశాల, షాషాబ్ గుట్ట (ఎస్.ఎస్.ఏ), మహాబుబ్‌నగర్",36072590815
1187,"SARASWATI VIDHYALAYAM, GARLAPAD","సరస్వతి విద్యాలయం, గార్లపాడు",36070703507
1188,"KIDS WORLD SHANKAR GUNJ, WANAPARTHY","కిడ్స్ వరల్డ్ పాఠశాల, శంకర్ గంజ్, వనపర్తి",36075190804
1189,INDIAN MODEL PEBBAIR,"ఇండియన్ మోడల్ పాఠశాల, పెబ్బైర్",36075301121
1190,TSBCWRIS SANGAREDDY(GIRLS),"తెలంగాణ బిసి సాంఘీక సంక్షేమ గురుకుల పాఠశాల (బాలికలు), సంగారెడ్డి ",36043600502
1191,"RANKERS CONC KDR NAGAR, WANAPARTHY","ర్యాంకర్స్ కాన్సెప్ట్ పాఠశాల, కె.డి.అర్ నగర్, వనపర్తి",36075190786
